player_email,verb,created_at,asset_type,asset_title
julianne@bvskillportdemo.com,accessed-video,2013-11-12T14:49:17Z,courses,Web Design Enhancements
amy@bvskillportdemo.com,accessed-course,2014-07-08T10:11:16Z,books,Scala Introduction
lucas@bvskillportdemo.com,accessed-book,2014-04-22T02:06:15Z,books,Scala Introduction
jessica@bvskillportdemo.com,accessed-resource,2015-05-27T14:48:11Z,courses,Managing IPv4 and IPv6 Addressing
jessica@bvskillportdemo.com,accessed-video,2015-03-27T15:13:19Z,courses,Web Design Enhancements
jack@bvskillportdemo.com,restarted-test,2015-03-18T04:32:48Z,courses,Global Safety Principles
jack@bvskillportdemo.com,registered,2014-04-04T02:08:05Z,videos,Web Design Enhancements
julianne@bvskillportdemo.com,read-book,2015-08-19T15:32:54Z,books,Planning for Performance
jack@bvskillportdemo.com,started-course,2013-09-18T10:19:44Z,courses,Planning for Performance
amy@bvskillportdemo.com,restarted-test,2013-08-03T06:14:56Z,books,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,added-company,2014-09-23T14:39:07Z,books,Managing IPv4 and IPv6 Addressing
jessica@bvskillportdemo.com,registered,2013-12-23T18:12:32Z,resources,Scala Introduction
lucas@bvskillportdemo.com,completed-course,2015-04-25T16:19:57Z,videos,Compliance and Social Media
amy@bvskillportdemo.com,restart-course,2015-10-17T11:41:46Z,courses,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,accessed-course,2013-10-27T05:58:36Z,courses,Scala Introduction
obi@bvskillportdemo.com,registered,2015-09-16T04:54:29Z,books,Reviewing and Rewarding Performance
lucas@bvskillportdemo.com,completed-course,2013-03-23T12:35:05Z,courses,Managing IPv4 and IPv6 Addressing
julianne@bvskillportdemo.com,took-pretest,2014-06-27T10:39:14Z,videos,Scala Introduction
roselyn@bvskillportdemo.com,accessed-course,2013-12-07T22:36:32Z,videos,Managing IPv4 and IPv6 Addressing
roselyn@bvskillportdemo.com,started-course,2013-07-26T02:20:34Z,courses,Web Design Enhancements
obi@bvskillportdemo.com,took-pretest,2014-01-06T19:13:26Z,courses,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,restart-course,2014-10-13T13:29:29Z,resources,Planning for Performance
obi@bvskillportdemo.com,registered,2013-06-25T17:35:09Z,resources,Planning for Performance
julianne@bvskillportdemo.com,restarted-test,2013-04-08T14:39:23Z,videos,Scala Introduction
jessica@bvskillportdemo.com,restarted-test,2015-06-18T05:06:12Z,resources,Planning for Performance
obi@bvskillportdemo.com,added-note-course,2013-03-08T17:17:38Z,courses,Reviewing and Rewarding Performance
jessica@bvskillportdemo.com,restart-course,2014-01-04T14:32:26Z,courses,Web Design Enhancements
amy@bvskillportdemo.com,added-company,2015-08-28T15:48:56Z,courses,Compliance and Social Media
jessica@bvskillportdemo.com,took-pretest,2015-08-26T02:57:17Z,courses,Facilitating Collaborative Processes
jessica@bvskillportdemo.com,logged-in,2014-10-10T16:43:55Z,videos,Managing IPv4 and IPv6 Addressing
jessica@bvskillportdemo.com,shared-course,2015-07-26T24:29:25Z,videos,Global Safety Principles
julianne@bvskillportdemo.com,added-company,2014-08-01T11:38:06Z,courses,Planning for Performance
amy@bvskillportdemo.com,added-location,2014-11-25T05:01:48Z,books,Compliance and Social Media
jack@bvskillportdemo.com,accessed-resource,2015-02-25T18:30:22Z,videos,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,started-course,2015-05-15T19:02:26Z,videos,Global Safety Principles
obi@bvskillportdemo.com,shared-course,2013-04-08T16:16:45Z,videos,Scala Introduction
jessica@bvskillportdemo.com,completed-course,2015-07-24T23:58:09Z,resources,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,accessed-course,2013-12-17T03:33:47Z,videos,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,registered,2015-12-28T12:51:35Z,resources,Compliance and Social Media
jack@bvskillportdemo.com,logged-in,2015-05-21T24:29:57Z,videos,Managing IPv4 and IPv6 Addressing
roselyn@bvskillportdemo.com,accessed-course,2014-10-21T17:41:18Z,books,Global Safety Principles
roselyn@bvskillportdemo.com,logged-in,2014-10-12T20:35:42Z,courses,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,added-note-course,2014-07-07T21:47:05Z,books,Compliance and Social Media
lucas@bvskillportdemo.com,accessed-video,2013-04-06T06:31:27Z,courses,Facilitating Collaborative Processes
obi@bvskillportdemo.com,completed-course,2013-10-20T23:48:57Z,resources,Planning for Performance
julianne@bvskillportdemo.com,downloaded-book,2014-09-02T09:30:16Z,resources,Planning for Performance
roselyn@bvskillportdemo.com,took-pretest,2014-08-20T02:08:24Z,courses,Compliance and Social Media
amy@bvskillportdemo.com,accessed-video,2014-10-10T12:09:01Z,courses,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,completed-course,2014-10-02T02:51:37Z,resources,Compliance and Social Media
obi@bvskillportdemo.com,accessed-resource,2015-04-22T12:39:29Z,books,Web Design Enhancements
jack@bvskillportdemo.com,added-company,2013-04-28T03:38:06Z,resources,Facilitating Collaborative Processes
jack@bvskillportdemo.com,restarted-test,2014-01-14T19:56:58Z,videos,Planning for Performance
obi@bvskillportdemo.com,registered,2015-08-20T14:59:36Z,resources,Global Safety Principles
roselyn@bvskillportdemo.com,took-pretest,2014-06-14T09:14:15Z,resources,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,added-manager,2013-08-26T20:36:52Z,resources,Compliance and Social Media
amy@bvskillportdemo.com,logged-in,2013-07-02T07:22:31Z,courses,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,accessed-course,2015-08-28T15:12:42Z,resources,Reviewing and Rewarding Performance
jack@bvskillportdemo.com,accessed-course,2015-05-15T15:10:03Z,resources,Facilitating Collaborative Processes
obi@bvskillportdemo.com,restarted-test,2013-05-05T13:54:22Z,videos,Scala Introduction
lucas@bvskillportdemo.com,accessed-course,2013-02-23T02:54:39Z,videos,Compliance and Social Media
lucas@bvskillportdemo.com,downloaded-book,2013-08-17T09:26:08Z,courses,Reviewing and Rewarding Performance
