player_email,verb,created_at,asset_type,asset_title
jack@bvskillportdemo.com,downloaded-book,2013-07-21T01:34:56Z,books,Web Design Enhancements
roselyn@bvskillportdemo.com,registered,2013-10-05T07:51:27Z,videos,Compliance and Social Media
amy@bvskillportdemo.com,added-location,2014-06-12T23:34:20Z,books,Planning for Performance
jack@bvskillportdemo.com,added-company,2014-05-12T04:13:30Z,courses,Global Safety Principles
jack@bvskillportdemo.com,added-note-course,2014-06-08T02:51:46Z,courses,Planning for Performance
lucas@bvskillportdemo.com,downloaded-book,2013-09-06T18:20:22Z,videos,Facilitating Collaborative Processes
lucas@bvskillportdemo.com,logged-in,2014-12-02T18:59:30Z,resources,Planning for Performance
obi@bvskillportdemo.com,completed-course,2012-02-19T07:35:41Z,resources,Web Design Enhancements
roselyn@bvskillportdemo.com,downloaded-book,2012-11-18T02:45:15Z,resources,Web Design Enhancements
amy@bvskillportdemo.com,restarted-test,2013-06-15T01:41:49Z,resources,Web Design Enhancements
jessica@bvskillportdemo.com,accessed-course,2014-04-03T08:24:41Z,resources,Compliance and Social Media
amy@bvskillportdemo.com,restarted-test,2012-05-25T22:03:36Z,resources,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,accessed-video,2013-03-01T02:04:38Z,resources,Compliance and Social Media
roselyn@bvskillportdemo.com,accessed-video,2012-01-02T13:17:35Z,courses,Facilitating Collaborative Processes
amy@bvskillportdemo.com,accessed-course,2013-05-12T03:01:44Z,resources,Global Safety Principles
roselyn@bvskillportdemo.com,added-company,2012-09-10T09:34:37Z,courses,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,accessed-book,2014-02-19T07:20:05Z,books,Scala Introduction
jack@bvskillportdemo.com,logged-in,2014-03-07T04:31:38Z,videos,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,downloaded-book,2012-02-27T12:50:29Z,courses,Scala Introduction
jessica@bvskillportdemo.com,started-course,2012-01-13T07:29:34Z,courses,Scala Introduction
jessica@bvskillportdemo.com,added-manager,2013-12-17T15:11:15Z,videos,Web Design Enhancements
lucas@bvskillportdemo.com,accessed-book,2014-02-19T09:41:16Z,books,Compliance and Social Media
jack@bvskillportdemo.com,read-book,2013-06-22T04:09:21Z,videos,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,downloaded-book,2014-11-13T20:03:23Z,resources,Compliance and Social Media
amy@bvskillportdemo.com,accessed-resource,2014-01-09T01:42:31Z,courses,Compliance and Social Media
lucas@bvskillportdemo.com,restart-course,2013-03-13T22:56:36Z,courses,Web Design Enhancements
lucas@bvskillportdemo.com,restart-course,2013-04-02T12:09:34Z,courses,Compliance and Social Media
julianne@bvskillportdemo.com,took-pretest,2012-10-09T04:56:06Z,resources,Facilitating Collaborative Processes
julianne@bvskillportdemo.com,restart-course,2013-07-03T03:43:42Z,courses,Planning for Performance
jack@bvskillportdemo.com,completed-course,2014-08-20T19:36:06Z,books,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,accessed-book,2012-10-20T07:24:13Z,courses,Planning for Performance
amy@bvskillportdemo.com,accessed-video,2012-05-17T11:54:53Z,courses,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,accessed-resource,2013-10-09T16:52:37Z,courses,Scala Introduction
lucas@bvskillportdemo.com,restart-course,2012-09-11T21:11:22Z,videos,Global Safety Principles
roselyn@bvskillportdemo.com,registered,2013-07-01T09:30:31Z,resources,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,added-manager,2014-10-16T04:44:05Z,videos,Scala Introduction
jack@bvskillportdemo.com,started-course,2013-08-05T08:49:03Z,books,Facilitating Collaborative Processes
julianne@bvskillportdemo.com,started-course,2013-08-04T09:15:40Z,courses,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,completed-course,2013-11-27T20:07:57Z,videos,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,restarted-test,2012-06-10T14:27:50Z,videos,Global Safety Principles
jessica@bvskillportdemo.com,added-company,2014-11-26T18:58:11Z,videos,Global Safety Principles
lucas@bvskillportdemo.com,read-book,2014-04-28T02:41:49Z,courses,Web Design Enhancements
roselyn@bvskillportdemo.com,logged-in,2014-07-05T06:59:47Z,books,Scala Introduction
jack@bvskillportdemo.com,accessed-book,2012-10-08T21:36:10Z,courses,Compliance and Social Media
jessica@bvskillportdemo.com,completed-course,2013-08-22T23:43:25Z,courses,Planning for Performance
jack@bvskillportdemo.com,accessed-course,2012-07-07T10:40:21Z,videos,Global Safety Principles
jessica@bvskillportdemo.com,beat-pretest,2014-02-16T05:06:08Z,courses,Scala Introduction
jack@bvskillportdemo.com,beat-pretest,2012-01-06T19:58:30Z,books,Facilitating Collaborative Processes
obi@bvskillportdemo.com,added-company,2014-09-19T21:49:49Z,courses,Compliance and Social Media
lucas@bvskillportdemo.com,read-book,2012-01-13T15:17:01Z,videos,Facilitating Collaborative Processes
