player_email,verb,created_at,asset_type,asset_title
julianne@bvskillportdemo.com,logged-in,2012-09-14T13:23:04Z,courses,Compliance and Social Media
obi@bvskillportdemo.com,added-note-course,2012-07-11T18:18:03Z,courses,Scala Introduction
lucas@bvskillportdemo.com,read-book,2013-05-27T22:28:42Z,courses,Compliance and Social Media
jessica@bvskillportdemo.com,downloaded-book,2012-04-26T07:09:47Z,resources,Compliance and Social Media
julianne@bvskillportdemo.com,read-book,2012-12-09T20:38:10Z,videos,Reviewing and Rewarding Performance
julianne@bvskillportdemo.com,accessed-book,2013-04-01T20:08:03Z,videos,Planning for Performance
amy@bvskillportdemo.com,took-pretest,2012-10-27T05:09:39Z,books,Managing IPv4 and IPv6 Addressing
roselyn@bvskillportdemo.com,took-pretest,2014-10-16T18:19:08Z,courses,Web Design Enhancements
roselyn@bvskillportdemo.com,added-location,2012-12-04T07:45:45Z,books,Web Design Enhancements
julianne@bvskillportdemo.com,restarted-test,2014-03-24T16:01:26Z,courses,Compliance and Social Media
amy@bvskillportdemo.com,restart-course,2012-02-16T19:07:50Z,resources,Global Safety Principles
jack@bvskillportdemo.com,beat-pretest,2013-10-15T09:59:44Z,resources,Compliance and Social Media
amy@bvskillportdemo.com,logged-in,2014-01-14T10:09:38Z,videos,Facilitating Collaborative Processes
obi@bvskillportdemo.com,shared-course,2013-04-21T07:31:10Z,resources,Planning for Performance
obi@bvskillportdemo.com,accessed-resource,2012-01-20T21:53:28Z,resources,Reviewing and Rewarding Performance
jack@bvskillportdemo.com,shared-course,2013-08-12T20:06:49Z,resources,Web Design Enhancements
jessica@bvskillportdemo.com,completed-course,2012-11-16T07:15:28Z,courses,Compliance and Social Media
jack@bvskillportdemo.com,registered,2012-04-09T13:12:25Z,books,Reviewing and Rewarding Performance
jack@bvskillportdemo.com,logged-in,2013-04-05T09:24:53Z,books,Scala Introduction
lucas@bvskillportdemo.com,registered,2014-10-11T13:43:58Z,books,Planning for Performance
jessica@bvskillportdemo.com,added-note-course,2013-08-14T22:55:11Z,books,Facilitating Collaborative Processes
jessica@bvskillportdemo.com,beat-pretest,2013-10-17T17:39:02Z,resources,Scala Introduction
amy@bvskillportdemo.com,started-course,2014-04-27T20:27:16Z,videos,Global Safety Principles
julianne@bvskillportdemo.com,registered,2012-02-13T19:25:43Z,videos,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,registered,2012-02-05T19:34:58Z,courses,Scala Introduction
obi@bvskillportdemo.com,logged-in,2014-06-18T12:50:15Z,books,Planning for Performance
obi@bvskillportdemo.com,took-pretest,2012-03-22T06:53:49Z,resources,Planning for Performance
obi@bvskillportdemo.com,accessed-course,2013-03-17T19:49:45Z,courses,Global Safety Principles
roselyn@bvskillportdemo.com,added-company,2014-11-27T17:32:51Z,resources,Compliance and Social Media
lucas@bvskillportdemo.com,read-book,2012-04-19T22:42:03Z,resources,Reviewing and Rewarding Performance
lucas@bvskillportdemo.com,registered,2014-06-25T18:56:17Z,resources,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,beat-pretest,2012-11-24T02:37:21Z,videos,Facilitating Collaborative Processes
lucas@bvskillportdemo.com,shared-course,2012-07-07T18:56:15Z,courses,Managing IPv4 and IPv6 Addressing
amy@bvskillportdemo.com,took-pretest,2012-03-28T13:30:54Z,resources,Reviewing and Rewarding Performance
julianne@bvskillportdemo.com,added-note-course,2012-03-12T04:48:05Z,books,Planning for Performance
jack@bvskillportdemo.com,read-book,2013-07-14T13:43:51Z,videos,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,added-company,2014-10-03T04:47:50Z,books,Web Design Enhancements
lucas@bvskillportdemo.com,added-location,2014-10-06T15:38:39Z,resources,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,accessed-resource,2012-04-21T13:51:15Z,resources,Planning for Performance
julianne@bvskillportdemo.com,read-book,2012-11-10T14:06:55Z,resources,Planning for Performance
obi@bvskillportdemo.com,read-book,2013-03-03T13:32:12Z,courses,Compliance and Social Media
jack@bvskillportdemo.com,added-location,2013-09-06T03:32:33Z,resources,Global Safety Principles
roselyn@bvskillportdemo.com,accessed-video,2012-09-18T13:30:22Z,courses,Planning for Performance
jessica@bvskillportdemo.com,accessed-book,2012-02-11T06:23:07Z,books,Managing IPv4 and IPv6 Addressing
amy@bvskillportdemo.com,restart-course,2012-10-16T21:10:51Z,books,Scala Introduction
roselyn@bvskillportdemo.com,read-book,2012-11-17T14:12:05Z,courses,Compliance and Social Media
julianne@bvskillportdemo.com,restarted-test,2014-10-06T21:49:39Z,resources,Global Safety Principles
amy@bvskillportdemo.com,downloaded-book,2012-01-13T18:48:01Z,books,Scala Introduction
roselyn@bvskillportdemo.com,took-pretest,2012-07-04T10:07:20Z,videos,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,added-note-course,2014-09-14T23:21:57Z,courses,Scala Introduction
jack@bvskillportdemo.com,read-book,2012-07-04T02:50:09Z,resources,Global Safety Principles
jack@bvskillportdemo.com,downloaded-book,2013-06-20T17:24:49Z,videos,Facilitating Collaborative Processes
amy@bvskillportdemo.com,downloaded-book,2014-08-07T08:28:39Z,resources,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,added-location,2014-04-19T02:11:16Z,courses,Planning for Performance
lucas@bvskillportdemo.com,logged-in,2014-04-07T23:19:52Z,resources,Global Safety Principles
obi@bvskillportdemo.com,read-book,2012-08-04T05:50:17Z,videos,Scala Introduction
jack@bvskillportdemo.com,added-note-course,2013-10-28T20:34:50Z,resources,Compliance and Social Media
lucas@bvskillportdemo.com,beat-pretest,2014-06-12T04:21:46Z,courses,Web Design Enhancements
jack@bvskillportdemo.com,completed-course,2012-04-20T23:06:58Z,resources,Global Safety Principles
julianne@bvskillportdemo.com,accessed-resource,2013-12-02T10:30:19Z,videos,Scala Introduction
amy@bvskillportdemo.com,added-note-course,2014-01-17T22:43:13Z,courses,Global Safety Principles
amy@bvskillportdemo.com,shared-course,2012-06-01T07:33:55Z,books,Facilitating Collaborative Processes
amy@bvskillportdemo.com,added-note-course,2012-09-13T10:10:31Z,resources,Planning for Performance
jessica@bvskillportdemo.com,added-company,2012-04-20T07:19:40Z,books,Global Safety Principles
lucas@bvskillportdemo.com,restarted-test,2012-09-26T02:43:27Z,resources,Managing IPv4 and IPv6 Addressing
julianne@bvskillportdemo.com,beat-pretest,2013-08-16T13:54:56Z,books,Web Design Enhancements
obi@bvskillportdemo.com,added-location,2014-10-13T04:42:24Z,courses,Web Design Enhancements
roselyn@bvskillportdemo.com,added-company,2013-06-07T18:40:32Z,resources,Planning for Performance
jessica@bvskillportdemo.com,added-manager,2012-04-11T13:30:59Z,videos,Scala Introduction
jessica@bvskillportdemo.com,accessed-resource,2014-10-15T09:56:03Z,resources,Web Design Enhancements
roselyn@bvskillportdemo.com,restarted-test,2013-10-28T19:13:28Z,videos,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,took-pretest,2014-08-22T20:24:48Z,resources,Planning for Performance
roselyn@bvskillportdemo.com,restart-course,2014-09-03T03:51:47Z,courses,Compliance and Social Media
obi@bvskillportdemo.com,logged-in,2014-04-09T16:56:49Z,courses,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,completed-course,2013-08-02T23:19:51Z,videos,Scala Introduction
julianne@bvskillportdemo.com,restarted-test,2014-05-07T17:35:44Z,resources,Planning for Performance
lucas@bvskillportdemo.com,added-company,2013-05-18T11:20:55Z,resources,Managing IPv4 and IPv6 Addressing
