player_email,verb,created_at,asset_type,asset_title
roselyn@bvskillportdemo.com,started-course,2014-08-01T21:59:31Z,resources,Web Design Enhancements
jessica@bvskillportdemo.com,added-manager,2013-03-13T18:48:39Z,videos,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,added-manager,2014-10-12T03:18:44Z,videos,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,accessed-resource,2014-10-28T06:10:10Z,books,Planning for Performance
julianne@bvskillportdemo.com,added-location,2014-11-12T08:14:47Z,courses,Compliance and Social Media
jack@bvskillportdemo.com,beat-pretest,2013-09-28T12:32:59Z,resources,Compliance and Social Media
roselyn@bvskillportdemo.com,restarted-test,2013-09-10T15:08:52Z,books,Scala Introduction
roselyn@bvskillportdemo.com,added-location,2014-08-01T09:51:42Z,resources,Compliance and Social Media
lucas@bvskillportdemo.com,started-course,2013-12-04T08:19:54Z,books,Web Design Enhancements
amy@bvskillportdemo.com,added-location,2014-11-18T23:19:54Z,books,Compliance and Social Media
julianne@bvskillportdemo.com,added-company,2013-02-12T13:14:32Z,books,Scala Introduction
roselyn@bvskillportdemo.com,restarted-test,2014-10-23T12:25:36Z,videos,Web Design Enhancements
lucas@bvskillportdemo.com,restarted-test,2014-06-22T22:49:20Z,courses,Planning for Performance
julianne@bvskillportdemo.com,completed-course,2014-11-28T08:15:41Z,courses,Web Design Enhancements
lucas@bvskillportdemo.com,added-location,2013-10-18T04:03:15Z,resources,Managing IPv4 and IPv6 Addressing
amy@bvskillportdemo.com,accessed-video,2012-06-05T06:47:09Z,courses,Reviewing and Rewarding Performance
julianne@bvskillportdemo.com,restarted-test,2012-12-21T17:46:01Z,resources,Managing IPv4 and IPv6 Addressing
jessica@bvskillportdemo.com,added-manager,2014-08-18T13:20:01Z,courses,Compliance and Social Media
amy@bvskillportdemo.com,accessed-video,2012-02-25T23:47:28Z,books,Managing IPv4 and IPv6 Addressing
roselyn@bvskillportdemo.com,logged-in,2014-09-05T14:46:08Z,courses,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,completed-course,2014-12-05T17:39:53Z,resources,Web Design Enhancements
lucas@bvskillportdemo.com,restart-course,2014-12-06T04:58:44Z,books,Reviewing and Rewarding Performance
lucas@bvskillportdemo.com,read-book,2012-01-06T09:28:42Z,resources,Planning for Performance
obi@bvskillportdemo.com,started-course,2012-05-04T04:25:14Z,resources,Compliance and Social Media
jack@bvskillportdemo.com,restart-course,2012-07-05T09:23:59Z,resources,Facilitating Collaborative Processes
lucas@bvskillportdemo.com,logged-in,2012-09-25T05:12:47Z,books,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,took-pretest,2013-06-25T20:54:04Z,courses,Compliance and Social Media
lucas@bvskillportdemo.com,logged-in,2014-09-20T03:36:51Z,videos,Planning for Performance
roselyn@bvskillportdemo.com,restarted-test,2014-04-24T22:41:12Z,resources,Scala Introduction
jessica@bvskillportdemo.com,accessed-book,2012-05-17T16:58:48Z,courses,Scala Introduction
jessica@bvskillportdemo.com,added-company,2014-03-21T02:18:42Z,videos,Managing IPv4 and IPv6 Addressing
roselyn@bvskillportdemo.com,started-course,2013-12-24T08:31:57Z,books,Compliance and Social Media
jack@bvskillportdemo.com,added-location,2014-09-17T16:58:46Z,resources,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,beat-pretest,2012-05-24T03:54:17Z,courses,Scala Introduction
roselyn@bvskillportdemo.com,completed-course,2013-09-17T15:27:23Z,books,Web Design Enhancements
obi@bvskillportdemo.com,accessed-book,2012-01-19T01:05:03Z,videos,Scala Introduction
jack@bvskillportdemo.com,restart-course,2012-09-03T02:26:47Z,books,Managing IPv4 and IPv6 Addressing
roselyn@bvskillportdemo.com,completed-course,2014-01-24T15:03:26Z,courses,Planning for Performance
amy@bvskillportdemo.com,added-location,2014-06-19T09:55:03Z,videos,Global Safety Principles
jack@bvskillportdemo.com,accessed-course,2012-02-03T06:44:38Z,books,Managing IPv4 and IPv6 Addressing
jessica@bvskillportdemo.com,beat-pretest,2014-01-27T13:20:30Z,courses,Global Safety Principles
jessica@bvskillportdemo.com,added-company,2012-08-25T09:40:18Z,courses,Facilitating Collaborative Processes
jack@bvskillportdemo.com,completed-course,2014-09-22T09:31:12Z,resources,Planning for Performance
jack@bvskillportdemo.com,started-course,2012-09-17T03:05:32Z,books,Scala Introduction
amy@bvskillportdemo.com,shared-course,2013-02-14T18:24:34Z,books,Scala Introduction
julianne@bvskillportdemo.com,restarted-test,2014-08-11T15:26:31Z,books,Compliance and Social Media
lucas@bvskillportdemo.com,added-manager,2012-09-01T23:48:27Z,courses,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,downloaded-book,2014-08-01T07:59:48Z,courses,Facilitating Collaborative Processes
lucas@bvskillportdemo.com,added-company,2014-03-23T21:47:47Z,videos,Compliance and Social Media
lucas@bvskillportdemo.com,registered,2012-11-09T20:57:42Z,books,Compliance and Social Media
julianne@bvskillportdemo.com,restarted-test,2014-08-21T10:55:36Z,videos,Compliance and Social Media
jessica@bvskillportdemo.com,started-course,2013-06-03T03:42:30Z,videos,Global Safety Principles
roselyn@bvskillportdemo.com,accessed-video,2014-05-17T16:21:24Z,resources,Reviewing and Rewarding Performance
jessica@bvskillportdemo.com,accessed-resource,2012-12-16T06:55:49Z,books,Scala Introduction
jack@bvskillportdemo.com,started-course,2013-05-22T19:25:54Z,courses,Reviewing and Rewarding Performance
lucas@bvskillportdemo.com,added-company,2014-01-12T23:34:20Z,books,Compliance and Social Media
