player_email,verb,created_at,asset_type,asset_title
julianne@bvskillportdemo.com,shared-course,2014-07-05T12:47:37Z,books,Planning for Performance
obi@bvskillportdemo.com,accessed-video,2014-08-24T21:26:27Z,books,Global Safety Principles
roselyn@bvskillportdemo.com,registered,2012-06-15T10:42:46Z,books,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,accessed-book,2012-06-02T21:28:58Z,courses,Compliance and Social Media
lucas@bvskillportdemo.com,added-manager,2014-01-01T04:13:43Z,resources,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,shared-course,2013-09-08T19:50:36Z,books,Scala Introduction
roselyn@bvskillportdemo.com,restart-course,2012-09-08T08:43:33Z,books,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,took-pretest,2012-10-10T15:07:56Z,resources,Global Safety Principles
julianne@bvskillportdemo.com,read-book,2013-06-07T07:20:15Z,resources,Reviewing and Rewarding Performance
jessica@bvskillportdemo.com,added-manager,2014-10-24T22:49:17Z,videos,Planning for Performance
amy@bvskillportdemo.com,added-manager,2014-04-24T05:43:36Z,videos,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,took-pretest,2014-10-19T23:31:13Z,resources,Scala Introduction
jessica@bvskillportdemo.com,logged-in,2012-03-12T18:15:13Z,videos,Facilitating Collaborative Processes
julianne@bvskillportdemo.com,added-company,2013-10-28T16:26:50Z,videos,Facilitating Collaborative Processes
