player_email,verb,created_at,asset_type,asset_title
julianne@bvskillportdemo.com,read-book,2012-05-04T15:57:55Z,videos,Compliance and Social Media
lucas@bvskillportdemo.com,registered,2012-07-21T11:14:09Z,resources,Compliance and Social Media
julianne@bvskillportdemo.com,logged-in,2014-05-07T10:26:12Z,courses,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,added-company,2014-01-01T04:46:39Z,courses,Compliance and Social Media
obi@bvskillportdemo.com,shared-course,2013-07-25T11:51:27Z,videos,Global Safety Principles
roselyn@bvskillportdemo.com,accessed-book,2012-02-11T13:04:13Z,courses,Reviewing and Rewarding Performance
jack@bvskillportdemo.com,added-company,2014-06-26T05:52:48Z,resources,Planning for Performance
obi@bvskillportdemo.com,accessed-course,2012-12-23T11:49:11Z,videos,Scala Introduction
amy@bvskillportdemo.com,added-company,2013-06-18T15:21:08Z,courses,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,added-company,2012-07-23T04:53:57Z,courses,Managing IPv4 and IPv6 Addressing
lucas@bvskillportdemo.com,restarted-test,2013-04-12T08:58:52Z,books,Reviewing and Rewarding Performance
lucas@bvskillportdemo.com,accessed-course,2013-04-26T18:22:59Z,videos,Facilitating Collaborative Processes
roselyn@bvskillportdemo.com,read-book,2012-05-03T11:59:23Z,courses,Web Design Enhancements
obi@bvskillportdemo.com,added-note-course,2014-02-03T10:56:49Z,courses,Compliance and Social Media
amy@bvskillportdemo.com,logged-in,2013-06-10T07:27:42Z,courses,Scala Introduction
jack@bvskillportdemo.com,completed-course,2012-12-24T06:21:48Z,resources,Scala Introduction
jack@bvskillportdemo.com,shared-course,2014-12-06T14:03:41Z,resources,Managing IPv4 and IPv6 Addressing
jack@bvskillportdemo.com,added-company,2013-01-26T09:34:45Z,resources,Planning for Performance
obi@bvskillportdemo.com,added-manager,2012-06-24T11:25:50Z,courses,Compliance and Social Media
lucas@bvskillportdemo.com,restart-course,2012-08-16T07:22:05Z,courses,Global Safety Principles
lucas@bvskillportdemo.com,added-manager,2013-08-13T14:16:18Z,videos,Global Safety Principles
roselyn@bvskillportdemo.com,registered,2013-05-01T03:10:40Z,courses,Reviewing and Rewarding Performance
lucas@bvskillportdemo.com,accessed-video,2013-03-04T17:32:12Z,resources,Managing IPv4 and IPv6 Addressing
roselyn@bvskillportdemo.com,downloaded-book,2012-07-08T13:01:40Z,videos,Facilitating Collaborative Processes
amy@bvskillportdemo.com,shared-course,2014-02-10T09:34:13Z,courses,Web Design Enhancements
lucas@bvskillportdemo.com,restarted-test,2012-06-23T11:27:42Z,books,Compliance and Social Media
jack@bvskillportdemo.com,added-location,2013-12-10T09:57:29Z,videos,Compliance and Social Media
jessica@bvskillportdemo.com,added-manager,2013-10-21T10:19:34Z,courses,Facilitating Collaborative Processes
jessica@bvskillportdemo.com,added-company,2012-04-07T10:28:34Z,books,Scala Introduction
julianne@bvskillportdemo.com,read-book,2013-03-18T20:08:02Z,courses,Global Safety Principles
jack@bvskillportdemo.com,downloaded-book,2014-05-03T18:37:23Z,courses,Scala Introduction
amy@bvskillportdemo.com,accessed-book,2014-04-11T15:37:59Z,courses,Compliance and Social Media
julianne@bvskillportdemo.com,shared-course,2013-08-26T15:53:40Z,videos,Planning for Performance
jack@bvskillportdemo.com,added-location,2012-08-13T12:54:01Z,books,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,added-note-course,2012-05-05T20:57:19Z,resources,Web Design Enhancements
obi@bvskillportdemo.com,shared-course,2014-02-01T03:35:24Z,resources,Scala Introduction
jessica@bvskillportdemo.com,added-manager,2012-09-20T14:37:43Z,courses,Web Design Enhancements
amy@bvskillportdemo.com,accessed-book,2012-12-24T15:18:23Z,videos,Compliance and Social Media
lucas@bvskillportdemo.com,beat-pretest,2012-04-06T07:01:50Z,videos,Scala Introduction
jack@bvskillportdemo.com,added-manager,2012-12-19T18:33:21Z,videos,Facilitating Collaborative Processes
jessica@bvskillportdemo.com,logged-in,2013-08-14T04:26:23Z,courses,Planning for Performance
jack@bvskillportdemo.com,completed-course,2013-10-08T06:55:22Z,resources,Global Safety Principles
obi@bvskillportdemo.com,downloaded-book,2012-11-01T20:40:53Z,videos,Reviewing and Rewarding Performance
roselyn@bvskillportdemo.com,added-location,2012-04-11T12:07:17Z,courses,Reviewing and Rewarding Performance
jessica@bvskillportdemo.com,read-book,2014-07-15T08:50:38Z,videos,Reviewing and Rewarding Performance
amy@bvskillportdemo.com,logged-in,2013-05-14T12:05:47Z,videos,Scala Introduction
jack@bvskillportdemo.com,downloaded-book,2012-03-15T10:23:24Z,courses,Scala Introduction
amy@bvskillportdemo.com,read-book,2012-10-17T19:59:29Z,videos,Web Design Enhancements
jack@bvskillportdemo.com,logged-in,2014-10-19T10:50:26Z,resources,Scala Introduction
amy@bvskillportdemo.com,logged-in,2013-06-17T13:42:10Z,books,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,shared-course,2013-05-26T16:42:16Z,courses,Facilitating Collaborative Processes
jessica@bvskillportdemo.com,accessed-course,2014-09-06T12:18:58Z,books,Planning for Performance
amy@bvskillportdemo.com,accessed-course,2013-08-10T22:09:20Z,videos,Planning for Performance
julianne@bvskillportdemo.com,started-course,2013-05-10T04:16:48Z,resources,Scala Introduction
obi@bvskillportdemo.com,shared-course,2012-12-16T11:23:26Z,courses,Reviewing and Rewarding Performance
obi@bvskillportdemo.com,added-manager,2014-12-11T15:49:03Z,books,Web Design Enhancements
amy@bvskillportdemo.com,started-course,2013-12-08T17:54:56Z,videos,Facilitating Collaborative Processes
julianne@bvskillportdemo.com,accessed-resource,2013-02-17T16:01:32Z,resources,Web Design Enhancements
roselyn@bvskillportdemo.com,accessed-book,2012-04-01T02:55:32Z,books,Managing IPv4 and IPv6 Addressing
obi@bvskillportdemo.com,accessed-course,2014-09-17T01:02:33Z,books,Web Design Enhancements
lucas@bvskillportdemo.com,registered,2014-07-08T19:39:57Z,courses,Compliance and Social Media
